CLIENTE_NUMBER	FX_IDADE	CEP_GRUPO_RISCO	FX_RENDA	INDICADOR_RESTRITIVO	QTDE_CONSULTAS_CREDITO	RESPOSTA
379	(2) 25 a 34	(5) altissimo	(3) De 1500 a 2500	0	0	0
380	(3) 35 a 39	(3) medio	(3) De 1500 a 2500	0	2	0
381	(2) 25 a 34	(4) alto	(3) De 1500 a 2500	0	0	1
382	(5) >=46	(2) baixo	(5) 5001 a 7000	0	2	0
383	(2) 25 a 34	(2) baixo	(4) De 2501 a 5000	0	1	0
384	sem informacao	(5) altissimo	(1) nao informado	0	0	1
385	(2) 25 a 34	(5) altissimo	(3) De 1500 a 2500	0	2	1
386	sem informacao	(5) altissimo	(1) nao informado	0	1	0
387	(5) >=46	(3) medio	(3) De 1500 a 2500	0	1	0
388	(3) 35 a 39	(3) medio	(4) De 2501 a 5000	0	1	0
389	(4) 40 a 45	(4) alto	(4) De 2501 a 5000	1	2	0
390	(1) <=24	(4) alto	(3) De 1500 a 2500	0	0	0
391	(2) 25 a 34	(4) alto	(2) <1500	0	0	0
392	(2) 25 a 34	(4) alto	(3) De 1500 a 2500	0	0	0
393	(2) 25 a 34	(2) baixo	(6) >7000	0	2	0
394	sem informacao	(5) altissimo	(1) nao informado	0	0	0
395	(2) 25 a 34	(5) altissimo	(4) De 2501 a 5000	0	0	0
396	(5) >=46	(3) medio	(5) 5001 a 7000	0	0	0
397	(2) 25 a 34	(4) alto	(3) De 1500 a 2500	0	0	0
398	sem informacao	(5) altissimo	(1) nao informado	0	1	0
399	(2) 25 a 34	(3) medio	(3) De 1500 a 2500	0	2	0
400	(2) 25 a 34	(3) medio	(3) De 1500 a 2500	0	0	0
401	(1) <=24	(2) baixo	(4) De 2501 a 5000	0	0	0
402	(2) 25 a 34	(5) altissimo	(4) De 2501 a 5000	0	1	0
403	sem informacao	(5) altissimo	(1) nao informado	0	0	1
404	(3) 35 a 39	(3) medio	(4) De 2501 a 5000	0	0	0
405	(5) >=46	(5) altissimo	(3) De 1500 a 2500	0	0	0
406	(3) 35 a 39	(5) altissimo	(3) De 1500 a 2500	0	0	0
407	(4) 40 a 45	(4) alto	(3) De 1500 a 2500	0	0	0
408	(5) >=46	(5) altissimo	(3) De 1500 a 2500	0	0	0
409	(2) 25 a 34	(5) altissimo	(3) De 1500 a 2500	0	0	0
410	(4) 40 a 45	(3) medio	(3) De 1500 a 2500	0	3 ou mais	0
411	(4) 40 a 45	(3) medio	(3) De 1500 a 2500	0	1	0
412	(2) 25 a 34	(4) alto	(2) <1500	0	0	0
413	(2) 25 a 34	(1) baissiximo	(4) De 2501 a 5000	0	1	0
414	(2) 25 a 34	(3) medio	(3) De 1500 a 2500	0	0	0
415	(1) <=24	(3) medio	(3) De 1500 a 2500	0	0	0
416	(5) >=46	(2) baixo	(4) De 2501 a 5000	0	1	0
417	(1) <=24	(4) alto	(5) 5001 a 7000	0	3 ou mais	1
418	(5) >=46	(3) medio	(3) De 1500 a 2500	0	0	0
419	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	0	0
420	(4) 40 a 45	(3) medio	(4) De 2501 a 5000	0	2	0
421	sem informacao	(3) medio	(3) De 1500 a 2500	0	1	0
422	sem informacao	(4) alto	(4) De 2501 a 5000	0	0	0
423	(2) 25 a 34	(5) altissimo	(4) De 2501 a 5000	0	3 ou mais	0
424	(2) 25 a 34	(4) alto	(4) De 2501 a 5000	0	3 ou mais	1
425	(1) <=24	(3) medio	(5) 5001 a 7000	0	1	0
426	(2) 25 a 34	(5) altissimo	(3) De 1500 a 2500	0	3 ou mais	0
427	(5) >=46	(2) baixo	(5) 5001 a 7000	0	3 ou mais	0
428	(4) 40 a 45	(5) altissimo	(4) De 2501 a 5000	0	3 ou mais	0
429	(2) 25 a 34	(5) altissimo	(3) De 1500 a 2500	0	1	0
430	(2) 25 a 34	(5) altissimo	(3) De 1500 a 2500	0	0	0
431	(5) >=46	(2) baixo	(5) 5001 a 7000	0	2	0
432	(2) 25 a 34	(3) medio	(5) 5001 a 7000	0	3 ou mais	0
433	(2) 25 a 34	(2) baixo	(5) 5001 a 7000	0	0	0
434	(5) >=46	(3) medio	(6) >7000	0	0	0
435	sem informacao	(5) altissimo	(1) nao informado	0	0	1
436	(1) <=24	(5) altissimo	(3) De 1500 a 2500	0	0	0
437	sem informacao	(5) altissimo	(1) nao informado	0	0	0
438	sem informacao	(5) altissimo	(1) nao informado	0	0	0
439	(2) 25 a 34	(3) medio	(5) 5001 a 7000	0	1	0
440	(2) 25 a 34	(5) altissimo	(4) De 2501 a 5000	0	0	0
441	(4) 40 a 45	(5) altissimo	(3) De 1500 a 2500	0	1	1
442	(5) >=46	(2) baixo	(4) De 2501 a 5000	0	1	0
443	(1) <=24	(2) baixo	(4) De 2501 a 5000	0	0	1
444	(4) 40 a 45	(3) medio	(5) 5001 a 7000	0	0	0
445	(2) 25 a 34	(5) altissimo	(4) De 2501 a 5000	0	0	0
446	sem informacao	(5) altissimo	(1) nao informado	0	0	0
447	(1) <=24	(4) alto	(5) 5001 a 7000	0	0	1
448	(5) >=46	(2) baixo	(4) De 2501 a 5000	0	0	1
449	sem informacao	(4) alto	(4) De 2501 a 5000	0	0	0
450	(4) 40 a 45	(5) altissimo	(3) De 1500 a 2500	0	0	0
451	(5) >=46	(4) alto	(5) 5001 a 7000	0	1	0
452	sem informacao	(5) altissimo	(1) nao informado	0	0	1
453	(2) 25 a 34	(3) medio	(5) 5001 a 7000	0	0	0
454	(4) 40 a 45	(5) altissimo	(3) De 1500 a 2500	0	0	1
455	(4) 40 a 45	(5) altissimo	(3) De 1500 a 2500	0	0	0
456	(2) 25 a 34	(3) medio	(4) De 2501 a 5000	0	2	0
457	(2) 25 a 34	(4) alto	(3) De 1500 a 2500	0	1	0
458	(5) >=46	(4) alto	(5) 5001 a 7000	0	1	0
459	sem informacao	(5) altissimo	(1) nao informado	0	0	1
460	(2) 25 a 34	(3) medio	(3) De 1500 a 2500	0	1	1
461	(2) 25 a 34	(2) baixo	(5) 5001 a 7000	0	3 ou mais	0
462	(5) >=46	(5) altissimo	(3) De 1500 a 2500	0	3 ou mais	0
463	(5) >=46	(5) altissimo	(3) De 1500 a 2500	0	0	0
464	(2) 25 a 34	(3) medio	(3) De 1500 a 2500	0	0	0
465	(5) >=46	(4) alto	(4) De 2501 a 5000	0	1	0
466	(5) >=46	(5) altissimo	(4) De 2501 a 5000	0	1	0
467	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	0	0
468	(1) <=24	(5) altissimo	(4) De 2501 a 5000	0	1	1
469	sem informacao	(5) altissimo	(1) nao informado	0	0	0
470	(2) 25 a 34	(5) altissimo	(3) De 1500 a 2500	0	0	0
471	(4) 40 a 45	(5) altissimo	(3) De 1500 a 2500	0	1	0
472	(2) 25 a 34	(3) medio	(3) De 1500 a 2500	0	1	1
473	(1) <=24	(5) altissimo	(1) nao informado	0	0	0
474	sem informacao	(5) altissimo	(1) nao informado	0	0	0
475	(4) 40 a 45	(3) medio	(4) De 2501 a 5000	0	0	0
476	(2) 25 a 34	(3) medio	(3) De 1500 a 2500	0	2	1
477	(2) 25 a 34	(4) alto	(3) De 1500 a 2500	0	1	0
478	(5) >=46	(5) altissimo	(3) De 1500 a 2500	0	3 ou mais	0
479	(5) >=46	(3) medio	(3) De 1500 a 2500	0	0	1
480	(5) >=46	(3) medio	(6) >7000	0	1	0
481	(4) 40 a 45	(4) alto	(2) <1500	0	0	0
482	(3) 35 a 39	(5) altissimo	(4) De 2501 a 5000	0	0	0
483	(5) >=46	(3) medio	(3) De 1500 a 2500	0	0	0
484	(1) <=24	(5) altissimo	(2) <1500	0	1	0
485	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	1	0
486	(2) 25 a 34	(2) baixo	(4) De 2501 a 5000	0	0	0
487	(4) 40 a 45	(5) altissimo	(4) De 2501 a 5000	0	0	0
488	(5) >=46	(3) medio	(4) De 2501 a 5000	0	1	0
489	(1) <=24	(5) altissimo	(2) <1500	0	1	1
490	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	0	1
491	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	1	0
492	sem informacao	(5) altissimo	(1) nao informado	0	0	0
493	(1) <=24	(5) altissimo	(4) De 2501 a 5000	0	2	0
494	(5) >=46	(3) medio	(5) 5001 a 7000	0	1	0
495	(5) >=46	(5) altissimo	(3) De 1500 a 2500	0	2	0
496	(5) >=46	(3) medio	(3) De 1500 a 2500	0	0	0
497	(4) 40 a 45	(3) medio	(3) De 1500 a 2500	0	1	0
498	(5) >=46	(5) altissimo	(3) De 1500 a 2500	0	0	1
499	(5) >=46	(3) medio	(5) 5001 a 7000	0	1	0
500	sem informacao	(5) altissimo	(1) nao informado	0	0	1
501	sem informacao	(5) altissimo	(1) nao informado	0	0	1
502	sem informacao	(4) alto	(4) De 2501 a 5000	0	0	0
503	(5) >=46	(5) altissimo	(4) De 2501 a 5000	0	0	1
504	(1) <=24	(5) altissimo	(3) De 1500 a 2500	0	1	0
505	sem informacao	(5) altissimo	(1) nao informado	0	0	0
506	(5) >=46	(5) altissimo	(2) <1500	0	0	0
507	(2) 25 a 34	(4) alto	(5) 5001 a 7000	0	1	0
508	(5) >=46	(3) medio	(4) De 2501 a 5000	0	0	0
509	(4) 40 a 45	(4) alto	(3) De 1500 a 2500	0	1	0
510	(4) 40 a 45	(3) medio	(3) De 1500 a 2500	0	0	1
511	(2) 25 a 34	(2) baixo	(4) De 2501 a 5000	0	1	0
512	(4) 40 a 45	(4) alto	(3) De 1500 a 2500	0	1	0
513	(5) >=46	(5) altissimo	(3) De 1500 a 2500	0	0	0
514	(2) 25 a 34	(5) altissimo	(4) De 2501 a 5000	0	0	0
515	(5) >=46	(3) medio	(3) De 1500 a 2500	0	0	0
516	(2) 25 a 34	(3) medio	(4) De 2501 a 5000	0	0	0
517	(4) 40 a 45	(3) medio	(4) De 2501 a 5000	0	0	0
518	(2) 25 a 34	(5) altissimo	(4) De 2501 a 5000	0	0	0
519	(5) >=46	(3) medio	(4) De 2501 a 5000	0	2	0
520	(1) <=24	(5) altissimo	(3) De 1500 a 2500	0	0	0
521	(5) >=46	(3) medio	(4) De 2501 a 5000	0	1	0
522	(5) >=46	(2) baixo	(6) >7000	0	0	0
523	sem informacao	(5) altissimo	(4) De 2501 a 5000	0	0	0
524	(2) 25 a 34	(3) medio	(4) De 2501 a 5000	0	0	0
525	(5) >=46	(4) alto	(2) <1500	0	0	0
526	(2) 25 a 34	(5) altissimo	(4) De 2501 a 5000	0	0	0
527	(2) 25 a 34	(4) alto	(3) De 1500 a 2500	0	1	0
528	(5) >=46	(2) baixo	(6) >7000	0	0	0
529	(4) 40 a 45	(5) altissimo	(3) De 1500 a 2500	0	3 ou mais	0
530	(2) 25 a 34	(5) altissimo	(4) De 2501 a 5000	0	2	0
531	(4) 40 a 45	(2) baixo	(3) De 1500 a 2500	0	0	0
532	sem informacao	(5) altissimo	(1) nao informado	0	0	0
533	(4) 40 a 45	(4) alto	(2) <1500	0	3 ou mais	0
534	(4) 40 a 45	(4) alto	(3) De 1500 a 2500	0	1	0
535	(2) 25 a 34	(5) altissimo	(4) De 2501 a 5000	0	2	1
536	(2) 25 a 34	(3) medio	(4) De 2501 a 5000	0	0	0
537	(4) 40 a 45	(5) altissimo	(3) De 1500 a 2500	0	0	0
538	(4) 40 a 45	(4) alto	(4) De 2501 a 5000	0	0	1
539	(5) >=46	(2) baixo	(5) 5001 a 7000	0	1	0
540	(2) 25 a 34	(5) altissimo	(3) De 1500 a 2500	0	1	0
541	(2) 25 a 34	(3) medio	(4) De 2501 a 5000	0	0	0
542	(1) <=24	(3) medio	(3) De 1500 a 2500	0	1	0
543	(2) 25 a 34	(5) altissimo	(3) De 1500 a 2500	0	0	0
544	(2) 25 a 34	(5) altissimo	(4) De 2501 a 5000	0	1	0
545	(2) 25 a 34	(3) medio	(3) De 1500 a 2500	0	0	0
546	(2) 25 a 34	(5) altissimo	(3) De 1500 a 2500	0	0	0
547	(2) 25 a 34	(5) altissimo	(3) De 1500 a 2500	0	3 ou mais	0
548	(5) >=46	(3) medio	(3) De 1500 a 2500	0	1	0
549	(4) 40 a 45	(5) altissimo	(4) De 2501 a 5000	0	0	0
550	(3) 35 a 39	(2) baixo	(4) De 2501 a 5000	0	0	0
551	(2) 25 a 34	(5) altissimo	(3) De 1500 a 2500	0	0	0
552	(2) 25 a 34	(3) medio	(3) De 1500 a 2500	0	2	0
553	sem informacao	(5) altissimo	(1) nao informado	0	0	0
554	(5) >=46	(5) altissimo	(4) De 2501 a 5000	0	2	0
555	(3) 35 a 39	(5) altissimo	(4) De 2501 a 5000	0	1	0
556	sem informacao	(5) altissimo	(1) nao informado	0	0	0
557	(3) 35 a 39	(5) altissimo	(3) De 1500 a 2500	0	1	0
558	(4) 40 a 45	(5) altissimo	(3) De 1500 a 2500	0	2	0
559	sem informacao	(5) altissimo	(1) nao informado	0	0	0
560	(2) 25 a 34	(2) baixo	(4) De 2501 a 5000	0	0	0
561	(1) <=24	(3) medio	(3) De 1500 a 2500	0	0	0
562	(1) <=24	(3) medio	(3) De 1500 a 2500	0	0	1
563	(1) <=24	(4) alto	(3) De 1500 a 2500	0	0	1
564	(1) <=24	(4) alto	(4) De 2501 a 5000	0	2	0
565	(5) >=46	(2) baixo	(6) >7000	0	2	0
566	(2) 25 a 34	(4) alto	(2) <1500	0	0	0
567	(4) 40 a 45	(3) medio	(4) De 2501 a 5000	0	0	0
568	(2) 25 a 34	(3) medio	(3) De 1500 a 2500	0	0	0
569	(5) >=46	(5) altissimo	(5) 5001 a 7000	0	1	0
570	(1) <=24	(5) altissimo	(1) nao informado	0	0	0
571	(2) 25 a 34	(5) altissimo	(3) De 1500 a 2500	0	1	0
572	(2) 25 a 34	(3) medio	(4) De 2501 a 5000	0	1	0
573	sem informacao	(5) altissimo	(1) nao informado	0	0	0
574	(5) >=46	(3) medio	(6) >7000	0	1	0
575	(5) >=46	(5) altissimo	(3) De 1500 a 2500	0	1	0
576	(2) 25 a 34	(5) altissimo	(2) <1500	0	1	0
577	(2) 25 a 34	(3) medio	(3) De 1500 a 2500	0	0	0
578	(1) <=24	(4) alto	(4) De 2501 a 5000	0	1	1
579	(5) >=46	(3) medio	(5) 5001 a 7000	0	0	0
580	(1) <=24	(3) medio	(3) De 1500 a 2500	0	2	0
581	(2) 25 a 34	(5) altissimo	(3) De 1500 a 2500	0	0	0
582	(1) <=24	(4) alto	(4) De 2501 a 5000	1	0	0
583	(1) <=24	(5) altissimo	(3) De 1500 a 2500	0	0	1
584	(5) >=46	(4) alto	(5) 5001 a 7000	0	1	0
585	(2) 25 a 34	(4) alto	(5) 5001 a 7000	0	0	0
586	(2) 25 a 34	(5) altissimo	(4) De 2501 a 5000	0	0	0
587	sem informacao	(4) alto	(4) De 2501 a 5000	0	0	0
588	(2) 25 a 34	(5) altissimo	(4) De 2501 a 5000	0	0	0
589	sem informacao	(5) altissimo	(1) nao informado	0	1	1
590	(2) 25 a 34	(5) altissimo	(3) De 1500 a 2500	0	0	0
591	(3) 35 a 39	(3) medio	(3) De 1500 a 2500	0	0	0
592	sem informacao	(5) altissimo	(1) nao informado	0	0	0
593	(2) 25 a 34	(3) medio	(4) De 2501 a 5000	0	3 ou mais	0
594	sem informacao	(5) altissimo	(1) nao informado	0	0	1
595	sem informacao	(3) medio	(3) De 1500 a 2500	0	1	1
596	(5) >=46	(4) alto	(4) De 2501 a 5000	0	0	0
597	(2) 25 a 34	(4) alto	(3) De 1500 a 2500	0	0	1
598	sem informacao	(3) medio	(2) <1500	0	1	0
599	(2) 25 a 34	(3) medio	(3) De 1500 a 2500	0	1	0
600	(5) >=46	(4) alto	(3) De 1500 a 2500	0	1	0
601	(3) 35 a 39	(3) medio	(6) >7000	0	1	0
602	sem informacao	(5) altissimo	(1) nao informado	0	0	1
603	(2) 25 a 34	(2) baixo	(6) >7000	0	1	0
604	(2) 25 a 34	(4) alto	(2) <1500	0	0	0
605	(3) 35 a 39	(3) medio	(4) De 2501 a 5000	0	0	0
606	(5) >=46	(3) medio	(3) De 1500 a 2500	0	1	0
607	(2) 25 a 34	(4) alto	(5) 5001 a 7000	0	0	0
608	(1) <=24	(5) altissimo	(1) nao informado	0	0	1
609	(2) 25 a 34	(5) altissimo	(3) De 1500 a 2500	0	3 ou mais	0
610	(2) 25 a 34	(5) altissimo	(3) De 1500 a 2500	0	0	1
611	(2) 25 a 34	(5) altissimo	(4) De 2501 a 5000	0	0	1
612	(5) >=46	(5) altissimo	(6) >7000	0	0	0
613	(5) >=46	(5) altissimo	(4) De 2501 a 5000	0	1	0
614	(1) <=24	(5) altissimo	(4) De 2501 a 5000	0	1	0
615	(3) 35 a 39	(5) altissimo	(3) De 1500 a 2500	0	0	0
616	(5) >=46	(5) altissimo	(3) De 1500 a 2500	0	0	1
617	(5) >=46	(4) alto	(3) De 1500 a 2500	0	3 ou mais	0
618	(2) 25 a 34	(3) medio	(3) De 1500 a 2500	0	1	0
619	(4) 40 a 45	(3) medio	(3) De 1500 a 2500	0	0	0
620	(4) 40 a 45	(3) medio	(6) >7000	0	0	0
621	(2) 25 a 34	(4) alto	(4) De 2501 a 5000	0	2	1
622	sem informacao	(5) altissimo	(1) nao informado	0	0	0
623	(5) >=46	(3) medio	(4) De 2501 a 5000	0	0	0
624	sem informacao	(5) altissimo	(1) nao informado	0	0	0
625	(1) <=24	(3) medio	(3) De 1500 a 2500	0	0	0
626	(5) >=46	(3) medio	(3) De 1500 a 2500	0	0	0
627	(4) 40 a 45	(4) alto	(3) De 1500 a 2500	0	0	0
628	(1) <=24	(4) alto	(3) De 1500 a 2500	0	0	0
629	sem informacao	(5) altissimo	(1) nao informado	0	1	0
630	(5) >=46	(3) medio	(3) De 1500 a 2500	0	1	0
631	(2) 25 a 34	(5) altissimo	(3) De 1500 a 2500	0	0	0
632	(2) 25 a 34	(5) altissimo	(3) De 1500 a 2500	0	0	0
633	(2) 25 a 34	(5) altissimo	(3) De 1500 a 2500	0	1	0
634	(2) 25 a 34	(2) baixo	(4) De 2501 a 5000	0	0	0
635	(3) 35 a 39	(5) altissimo	(3) De 1500 a 2500	0	1	0
636	(5) >=46	(3) medio	(3) De 1500 a 2500	0	0	0
637	(1) <=24	(5) altissimo	(3) De 1500 a 2500	0	0	0
638	(2) 25 a 34	(5) altissimo	(1) nao informado	0	3 ou mais	1
639	(1) <=24	(3) medio	(3) De 1500 a 2500	0	0	0
640	sem informacao	(5) altissimo	(1) nao informado	0	0	0
641	(5) >=46	(1) baissiximo	(5) 5001 a 7000	0	0	0
642	(2) 25 a 34	(3) medio	(3) De 1500 a 2500	0	0	0
643	(2) 25 a 34	(4) alto	(3) De 1500 a 2500	0	0	0
644	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	1	0
645	(2) 25 a 34	(5) altissimo	(3) De 1500 a 2500	0	0	0
646	(5) >=46	(3) medio	(4) De 2501 a 5000	0	0	0
647	(5) >=46	(3) medio	(4) De 2501 a 5000	0	0	0
648	sem informacao	(5) altissimo	(1) nao informado	0	0	1
649	(1) <=24	(4) alto	(4) De 2501 a 5000	0	0	0
650	(5) >=46	(5) altissimo	(4) De 2501 a 5000	0	0	0
651	(5) >=46	(5) altissimo	(3) De 1500 a 2500	0	0	0
652	sem informacao	(5) altissimo	(1) nao informado	0	0	0
653	(5) >=46	(5) altissimo	(3) De 1500 a 2500	0	0	0
654	(5) >=46	(5) altissimo	(2) <1500	0	0	0
655	sem informacao	(5) altissimo	(1) nao informado	0	0	0
656	(5) >=46	(2) baixo	(5) 5001 a 7000	0	3 ou mais	0
657	(5) >=46	(4) alto	(3) De 1500 a 2500	0	0	1
658	(5) >=46	(5) altissimo	(3) De 1500 a 2500	0	2	1
659	sem informacao	(5) altissimo	(1) nao informado	0	0	0
660	(2) 25 a 34	(5) altissimo	(4) De 2501 a 5000	0	1	0
661	(5) >=46	(3) medio	(5) 5001 a 7000	0	0	0
662	(4) 40 a 45	(5) altissimo	(3) De 1500 a 2500	0	2	0
663	(5) >=46	(5) altissimo	(4) De 2501 a 5000	0	0	0
664	(3) 35 a 39	(3) medio	(3) De 1500 a 2500	0	0	0
665	(5) >=46	(4) alto	(5) 5001 a 7000	0	1	0
666	(1) <=24	(4) alto	(4) De 2501 a 5000	0	0	0
667	(3) 35 a 39	(3) medio	(5) 5001 a 7000	0	0	0
668	sem informacao	(5) altissimo	(1) nao informado	0	0	0
669	(5) >=46	(5) altissimo	(5) 5001 a 7000	0	1	0
670	(4) 40 a 45	(3) medio	(3) De 1500 a 2500	0	1	0
671	(5) >=46	(4) alto	(5) 5001 a 7000	0	2	1
672	(4) 40 a 45	(2) baixo	(4) De 2501 a 5000	0	0	0
673	(2) 25 a 34	(2) baixo	(4) De 2501 a 5000	0	1	0
674	(1) <=24	(4) alto	(3) De 1500 a 2500	0	0	0
675	(2) 25 a 34	(5) altissimo	(3) De 1500 a 2500	0	1	0
676	(5) >=46	(4) alto	(3) De 1500 a 2500	0	0	0
677	(5) >=46	(3) medio	(4) De 2501 a 5000	0	0	0
678	(2) 25 a 34	(5) altissimo	(3) De 1500 a 2500	0	0	0
679	(2) 25 a 34	(3) medio	(4) De 2501 a 5000	0	0	0
680	(3) 35 a 39	(5) altissimo	(3) De 1500 a 2500	0	0	0
681	(5) >=46	(4) alto	(4) De 2501 a 5000	0	2	1
682	(2) 25 a 34	(5) altissimo	(3) De 1500 a 2500	0	0	0
683	(5) >=46	(2) baixo	(5) 5001 a 7000	0	0	0
684	sem informacao	(5) altissimo	(1) nao informado	0	0	0
685	(5) >=46	(3) medio	(4) De 2501 a 5000	0	1	0
686	(2) 25 a 34	(5) altissimo	(1) nao informado	0	0	0
687	(2) 25 a 34	(5) altissimo	(3) De 1500 a 2500	0	0	0
688	(1) <=24	(5) altissimo	(4) De 2501 a 5000	0	0	0
689	(2) 25 a 34	(4) alto	(3) De 1500 a 2500	0	1	0
690	sem informacao	(3) medio	(4) De 2501 a 5000	0	0	0
691	(2) 25 a 34	(4) alto	(5) 5001 a 7000	0	0	0
692	(2) 25 a 34	(3) medio	(3) De 1500 a 2500	0	0	0
693	sem informacao	(5) altissimo	(1) nao informado	0	0	1
694	(2) 25 a 34	(3) medio	(3) De 1500 a 2500	0	1	0
695	(2) 25 a 34	(3) medio	(3) De 1500 a 2500	0	0	1
696	(2) 25 a 34	(3) medio	(3) De 1500 a 2500	0	1	0
697	(2) 25 a 34	(5) altissimo	(4) De 2501 a 5000	0	0	0
698	sem informacao	(5) altissimo	(1) nao informado	0	2	0
699	(2) 25 a 34	(5) altissimo	(4) De 2501 a 5000	0	1	0
700	(3) 35 a 39	(2) baixo	(3) De 1500 a 2500	0	0	0
701	(1) <=24	(3) medio	(3) De 1500 a 2500	0	3 ou mais	1
702	(1) <=24	(3) medio	(3) De 1500 a 2500	0	0	1
703	(1) <=24	(3) medio	(3) De 1500 a 2500	0	0	0
704	(3) 35 a 39	(4) alto	(3) De 1500 a 2500	0	0	0
705	(2) 25 a 34	(3) medio	(3) De 1500 a 2500	0	0	0
706	sem informacao	(5) altissimo	(3) De 1500 a 2500	0	1	0
707	(4) 40 a 45	(5) altissimo	(4) De 2501 a 5000	0	0	0
708	sem informacao	(5) altissimo	(1) nao informado	0	0	0
709	(2) 25 a 34	(5) altissimo	(4) De 2501 a 5000	0	0	0
710	(5) >=46	(5) altissimo	(3) De 1500 a 2500	0	2	0
711	(2) 25 a 34	(5) altissimo	(3) De 1500 a 2500	0	0	0
712	(5) >=46	(4) alto	(4) De 2501 a 5000	0	0	0
713	(5) >=46	(5) altissimo	(4) De 2501 a 5000	0	2	0
714	(2) 25 a 34	(2) baixo	(4) De 2501 a 5000	0	1	0
715	(5) >=46	(4) alto	(3) De 1500 a 2500	0	1	0
716	(2) 25 a 34	(3) medio	(2) <1500	0	0	0
717	sem informacao	(5) altissimo	(1) nao informado	0	0	0
718	(5) >=46	(3) medio	(5) 5001 a 7000	0	1	0
719	sem informacao	(5) altissimo	(1) nao informado	0	0	0
720	sem informacao	(5) altissimo	(1) nao informado	0	0	0
721	(1) <=24	(4) alto	(3) De 1500 a 2500	0	0	0
722	(4) 40 a 45	(3) medio	(3) De 1500 a 2500	0	0	0
723	(5) >=46	(2) baixo	(5) 5001 a 7000	0	0	0
724	sem informacao	(5) altissimo	(1) nao informado	0	2	0
725	(5) >=46	(3) medio	(3) De 1500 a 2500	0	1	0
726	(2) 25 a 34	(3) medio	(4) De 2501 a 5000	0	1	0
727	sem informacao	(5) altissimo	(1) nao informado	0	0	0
728	sem informacao	(5) altissimo	(1) nao informado	0	0	0
729	(1) <=24	(5) altissimo	(3) De 1500 a 2500	0	0	0
730	sem informacao	(5) altissimo	(1) nao informado	0	1	0
731	(2) 25 a 34	(5) altissimo	(3) De 1500 a 2500	0	0	0
732	(3) 35 a 39	(3) medio	(3) De 1500 a 2500	0	1	0
733	(2) 25 a 34	(3) medio	(3) De 1500 a 2500	0	1	0
734	(2) 25 a 34	(5) altissimo	(5) 5001 a 7000	0	0	0
735	(4) 40 a 45	(5) altissimo	(5) 5001 a 7000	0	2	0
736	sem informacao	(5) altissimo	(1) nao informado	0	0	0
737	(5) >=46	(2) baixo	(6) >7000	0	1	0
738	(5) >=46	(5) altissimo	(6) >7000	0	0	0
739	(2) 25 a 34	(2) baixo	(6) >7000	0	0	0
740	(2) 25 a 34	(5) altissimo	(3) De 1500 a 2500	0	1	0
741	(5) >=46	(4) alto	(5) 5001 a 7000	0	0	0
742	(3) 35 a 39	(3) medio	(5) 5001 a 7000	0	2	0
743	(3) 35 a 39	(3) medio	(5) 5001 a 7000	0	2	0
744	(2) 25 a 34	(4) alto	(2) <1500	0	2	0
745	(2) 25 a 34	(3) medio	(4) De 2501 a 5000	0	0	0
746	(5) >=46	(2) baixo	(5) 5001 a 7000	0	0	0
747	(1) <=24	(3) medio	(5) 5001 a 7000	0	0	0
748	(5) >=46	(4) alto	(2) <1500	0	1	0
749	(2) 25 a 34	(4) alto	(4) De 2501 a 5000	0	0	0
750	(4) 40 a 45	(5) altissimo	(4) De 2501 a 5000	0	0	0
751	(5) >=46	(3) medio	(4) De 2501 a 5000	0	1	0
752	(2) 25 a 34	(5) altissimo	(3) De 1500 a 2500	0	0	0
753	sem informacao	(5) altissimo	(1) nao informado	0	0	1
754	(2) 25 a 34	(5) altissimo	(4) De 2501 a 5000	0	2	0
755	(2) 25 a 34	(4) alto	(3) De 1500 a 2500	0	0	0
756	(5) >=46	(3) medio	(3) De 1500 a 2500	0	1	0
757	(2) 25 a 34	(3) medio	(3) De 1500 a 2500	0	0	0
758	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	0	0
759	(1) <=24	(5) altissimo	(3) De 1500 a 2500	1	0	0
760	(3) 35 a 39	(4) alto	(4) De 2501 a 5000	0	1	1
761	(1) <=24	(3) medio	(3) De 1500 a 2500	0	2	0
762	(1) <=24	(5) altissimo	(4) De 2501 a 5000	0	0	0
763	(5) >=46	(4) alto	(5) 5001 a 7000	0	2	1
764	(2) 25 a 34	(2) baixo	(4) De 2501 a 5000	0	1	0
765	(5) >=46	(3) medio	(3) De 1500 a 2500	0	0	0
766	(4) 40 a 45	(3) medio	(3) De 1500 a 2500	0	0	0
767	(5) >=46	(3) medio	(3) De 1500 a 2500	0	3 ou mais	0
768	(2) 25 a 34	(3) medio	(5) 5001 a 7000	0	0	0
769	sem informacao	(5) altissimo	(1) nao informado	0	0	0
770	(2) 25 a 34	(4) alto	(3) De 1500 a 2500	0	0	0
771	sem informacao	(5) altissimo	(1) nao informado	0	0	0
772	(3) 35 a 39	(5) altissimo	(3) De 1500 a 2500	0	0	0
